Side,Total Score,Turn Score
Player 2,8550,500
Player 2,9050,600
Player 1,0,500
Player 1,500,650
Player 1,1150,0
Player 1,1150,0
Player 1,1150,150
Player 1,1300,250
Player 1,1550,0
Player 1,1550,1050
Player 1,2600,0
Player 1,2600,1050
Player 1,3650,550
Player 1,4200,200
Player 1,4400,400
Player 1,4800,600
Player 2,0,400
Player 2,400,800
Player 2,1200,1250
Player 2,2450,350
Player 2,2800,400
Player 2,3200,1000
Player 2,4200,300
Player 2,4500,1050
Player 2,5550,1850
Player 2,7400,200
Player 2,7600,700
Player 2,8300,750
Player 2,9050,750
Player 2,9800,1100
Player 1,0,1000
Player 1,1000,1100
Player 1,2100,350
Player 1,2450,1050
Player 1,3500,0
Player 1,3500,350
Player 1,3850,300
Player 1,4150,700
Player 1,4850,1050
Player 1,5900,750
Player 1,6650,1000
Player 1,7650,550
Player 1,8200,550
Player 1,8750,600
Player 1,9350,750
Player 2,0,0
Player 2,0,0
Player 2,0,400
Player 2,400,500
Player 2,900,850
Player 2,1750,550
Player 2,2300,200
Player 2,2500,500
Player 2,3000,600
Player 2,3600,500
Player 2,4100,350
Player 2,4450,400
Player 2,4850,350
Player 2,5200,600
Player 1,0,400
Player 1,400,0
Player 1,400,550
Player 1,950,400
Player 1,1350,400
Player 1,1750,1050
Player 1,2800,0
Player 1,2800,600
Player 1,3400,0
Player 1,3400,1000
Player 1,4400,850
Player 1,5250,500
Player 1,5750,0
Player 1,5750,650
Player 1,6400,750
Player 1,7150,300
Player 1,7450,0
Player 1,7450,450
Player 1,7900,400
Player 1,8300,150
Player 1,8450,350
Player 1,8800,300
Player 2,0,250
Player 2,250,0
Player 2,250,450
Player 2,700,0
Player 2,700,700
Player 2,1400,250
Player 2,1650,450
Player 2,2100,1050
Player 2,3150,1500
Player 2,4650,350
Player 2,5000,400
Player 2,5400,500
Player 2,5900,350
Player 2,6250,800
Player 2,7050,450
Player 2,7500,300
Player 2,7800,150
Player 2,7950,700
Player 2,8650,0
Player 2,8650,250
Player 2,8900,350
Player 2,9250,1250
Player 1,0,0
Player 1,0,300
Player 1,300,1000
Player 1,1300,800
Player 1,2100,300
Player 1,2400,200
Player 1,2600,250
Player 1,2850,350
Player 1,3200,1550
Player 1,4750,300
Player 1,5050,350
Player 1,5400,1050
Player 1,6450,400
Player 1,6850,650
Player 1,7500,700
Player 1,8200,500
Player 1,8700,350
Player 1,9050,500
Player 1,9550,0
Player 1,9550,250
Player 2,0,0
Player 2,0,1000
Player 2,1000,350
Player 2,1350,1500
Player 2,2850,400
Player 2,3250,0
Player 2,3250,200
Player 2,3450,250
Player 2,3700,1000
Player 2,4700,0
Player 2,4700,500
Player 2,5200,300
Player 2,5500,1100
Player 2,6600,1400
Player 2,8000,700
Player 2,8700,150
Player 2,8850,300
Player 2,9150,500
Player 2,9650,100
Player 2,9750,400
Player 1,0,450
Player 1,450,1000
Player 1,1450,1050
Player 1,2500,1000
Player 1,3500,650
Player 1,4150,550
Player 1,4700,300
Player 1,5000,1050
Player 1,6050,0
Player 1,6050,650
Player 1,6700,700
Player 1,7400,1050
Player 1,8450,0
Player 1,8450,1050
Player 1,9500,500
Player 2,0,0
Player 2,0,0
Player 2,0,400
Player 2,400,350
Player 2,750,350
Player 2,1100,0
Player 2,1100,0
Player 2,1100,1100
Player 2,2200,0
Player 2,2200,250
Player 2,2450,350
Player 2,2800,0
Player 2,2800,400
Player 2,3200,500
Player 1,0,450
Player 1,450,500
Player 1,950,300
Player 1,1250,700
Player 1,1950,350
Player 1,2300,600
Player 1,2900,500
Player 1,3400,250
Player 1,3650,650
Player 1,4300,200
Player 1,4500,250
Player 1,4750,350
Player 1,5100,450
Player 1,5550,300
Player 1,5850,650
Player 1,6500,350
Player 1,6850,500
Player 2,0,400
Player 2,400,200
Player 2,600,700
Player 2,1300,250
Player 2,1550,300
Player 2,1850,1400
Player 2,3250,650
Player 2,3900,500
Player 2,4400,600
Player 2,5000,1000
Player 2,6000,0
Player 2,6000,250
Player 2,6250,200
Player 2,6450,300
Player 2,6750,1800
Player 2,8550,1150
Player 2,9700,1050
Player 1,0,250
Player 1,250,300
Player 1,550,600
Player 1,1150,600
Player 1,1750,800
Player 1,2550,400
Player 1,2950,550
Player 1,3500,250
Player 1,3750,250
Player 1,4000,400
Player 1,4400,0
Player 1,4400,400
Player 1,4800,350
Player 1,5150,1000
Player 1,6150,0
Player 1,6150,350
Player 1,6500,450
Player 1,6950,1300
Player 1,8250,800
Player 1,9050,0
Player 1,9050,300
Player 1,9350,0
Player 1,9350,0
Player 1,9350,250
Player 1,9600,150
Player 2,0,600
Player 2,600,0
Player 2,600,450
Player 2,1050,0
Player 2,1050,0
Player 2,1050,350
Player 2,1400,500
Player 2,1900,1000
Player 2,2900,900
Player 2,3800,0
Player 2,3800,650
Player 2,4450,550
Player 2,5000,400
Player 2,5400,600
Player 2,6000,0
Player 2,6000,250
Player 2,6250,200
Player 2,6450,500
Player 2,6950,250
Player 2,7200,150
Player 2,7350,200
Player 2,7550,400
Player 2,7950,1050
Player 2,9000,250
Player 2,9250,1050
Player 1,0,350
Player 1,350,0
Player 1,350,350
Player 1,700,800
Player 1,1500,350
Player 1,1850,500
Player 1,2350,400
Player 1,2750,450
Player 1,3200,0
Player 1,3200,1150
Player 1,4350,500
Player 1,4850,0
Player 1,4850,1050
Player 1,5900,1000
Player 1,6900,450
Player 1,7350,300
Player 1,7650,300
Player 1,7950,300
Player 1,8250,1200
Player 1,9450,650
Player 2,0,400
Player 2,400,250
Player 2,650,450
Player 2,1100,950
Player 2,2050,300
Player 2,2350,300
Player 2,2650,1500
Player 2,4150,400
Player 2,4550,650
Player 2,5200,450
Player 2,5650,200
Player 2,5850,400
Player 2,6250,600
Player 2,6850,600
Player 2,7450,0
Player 2,7450,350
Player 2,7800,0
Player 2,7800,300
Player 2,8100,350
Player 1,0,950
Player 1,950,1100
Player 1,2050,450
Player 1,2500,0
Player 1,2500,750
Player 1,3250,0
Player 1,3250,0
Player 1,3250,450
Player 1,3700,700
Player 1,4400,0
Player 1,4400,700
Player 1,5100,450
Player 1,5550,400
Player 1,5950,300
Player 1,6250,300
Player 1,6550,0
Player 1,6550,400
Player 1,6950,0
Player 1,6950,300
Player 1,7250,450
Player 1,7700,1900
Player 1,9600,0
Player 1,9600,600
Player 2,0,300
Player 2,300,0
Player 2,300,0
Player 2,300,300
Player 2,600,700
Player 2,1300,300
Player 2,1600,150
Player 2,1750,0
Player 2,1750,450
Player 2,2200,0
Player 2,2200,0
Player 2,2200,250
Player 2,2450,600
Player 2,3050,500
Player 2,3550,0
Player 2,3550,200
Player 2,3750,300
Player 2,4050,300
Player 2,4350,550
Player 2,4900,550
Player 2,5450,0
Player 2,5450,450
Player 1,0,500
Player 1,500,450
Player 1,950,650
Player 1,1600,400
Player 1,2000,600
Player 1,2600,300
Player 1,2900,1000
Player 1,3900,0
Player 1,3900,250
Player 1,4150,200
Player 1,4350,1150
Player 1,5500,300
Player 1,5800,1200
Player 1,7000,1000
Player 1,8000,700
Player 1,8700,400
Player 1,9100,300
Player 1,9400,1000
Player 2,0,1100
Player 2,1100,450
Player 2,1550,1000
Player 2,2550,300
Player 2,2850,600
Player 2,3450,300
Player 2,3750,1050
Player 2,4800,350
Player 2,5150,250
Player 2,5400,700
Player 2,6100,200
Player 2,6300,300
Player 2,6600,450
Player 2,7050,600
Player 2,7650,350
Player 2,8000,350
Player 2,8350,350
Player 1,0,450
Player 1,450,0
Player 1,450,500
Player 1,950,800
Player 1,1750,1250
Player 1,3000,700
Player 1,3700,0
Player 1,3700,650
Player 1,4350,0
Player 1,4350,400
Player 1,4750,0
Player 1,4750,200
Player 1,4950,300
Player 1,5250,550
Player 1,5800,0
Player 1,5800,1000
Player 1,6800,0
Player 1,6800,150
Player 1,6950,300
Player 1,7250,750
Player 2,0,400
Player 2,400,250
Player 2,650,600
Player 2,1250,250
Player 2,1500,400
Player 2,1900,500
Player 2,2400,1000
Player 2,3400,350
Player 2,3750,350
Player 2,4100,250
Player 2,4350,250
Player 2,4600,550
Player 2,5150,1000
Player 2,6150,550
Player 2,6700,600
Player 2,7300,1050
Player 2,8350,300
Player 2,8650,450
Player 2,9100,600
Player 2,9700,1800
Player 1,0,700
Player 1,700,500
Player 1,1200,400
Player 1,1600,350
Player 1,1950,350
Player 1,2300,250
Player 1,2550,0
Player 1,2550,600
Player 1,3150,0
Player 1,3150,400
Player 1,3550,200
Player 1,3750,300
Player 1,4050,0
Player 1,4050,550
Player 1,4600,1050
Player 1,5650,350
Player 1,6000,500
Player 2,0,450
Player 2,450,1000
Player 2,1450,800
Player 2,2250,1200
Player 2,3450,1000
Player 2,4450,750
Player 2,5200,0
Player 2,5200,700
Player 2,5900,850
Player 2,6750,0
Player 2,6750,0
Player 2,6750,0
Player 2,6750,1050
Player 2,7800,500
Player 2,8300,0
Player 2,8300,1350
Player 2,9650,700
Player 1,0,0
Player 1,0,0
Player 1,0,1150
Player 1,1150,300
Player 1,1450,650
Player 1,2100,600
Player 1,2700,1100
Player 1,3800,250
Player 1,4050,0
Player 1,4050,350
Player 1,4400,1100
Player 1,5500,0
Player 1,5500,650
Player 1,6150,350
Player 1,6500,1150
Player 1,7650,600
Player 1,8250,300
Player 1,8550,0
Player 1,8550,0
Player 1,8550,200
Player 1,8750,450
Player 2,0,1350
Player 2,1350,250
Player 2,1600,0
Player 2,1600,500
Player 2,2100,400
Player 2,2500,400
Player 2,2900,350
Player 2,3250,0
Player 2,3250,300
Player 2,3550,400
Player 2,3950,600
Player 2,4550,250
Player 2,4800,500
Player 2,5300,1200
Player 2,6500,450
Player 2,6950,150
Player 2,7100,350
Player 2,7450,200
Player 2,7650,450
Player 2,8100,1000
Player 2,9100,1100
Player 1,0,650
Player 1,650,600
Player 1,1250,300
Player 1,1550,0
Player 1,1550,400
Player 1,1950,500
Player 1,2450,750
Player 1,3200,0
Player 1,3200,350
Player 1,3550,0
Player 1,3550,1050
Player 1,4600,250
Player 1,4850,350
Player 1,5200,250
Player 1,5450,1000
Player 1,6450,250
Player 1,6700,500
Player 1,7200,350
Player 1,7550,1200
Player 1,8750,450
Player 1,9200,300
Player 1,9500,0
Player 1,9500,300
Player 1,9800,750
Player 2,0,0
Player 2,0,450
Player 2,450,0
Player 2,450,500
Player 2,950,0
Player 2,950,800
Player 2,1750,200
Player 2,1950,1100
Player 2,3050,450
Player 2,3500,1600
Player 2,5100,600
Player 2,5700,350
Player 2,6050,250
Player 2,6300,850
Player 2,7150,0
Player 2,7150,0
Player 2,7150,0
Player 2,7150,400
Player 2,7550,0
Player 2,7550,600
Player 2,8150,300
Player 2,8450,350
Player 2,8800,450
Player 1,0,450
Player 1,450,0
Player 1,450,1250
Player 1,1700,500
Player 1,2200,500
Player 1,2700,350
Player 1,3050,350
Player 1,3400,200
Player 1,3600,300
Player 1,3900,700
Player 1,4600,600
Player 1,5200,700
Player 1,5900,650
Player 1,6550,300
Player 1,6850,300
Player 1,7150,700
Player 1,7850,350
Player 1,8200,400
Player 1,8600,600
Player 1,9200,0
Player 1,9200,0
Player 1,9200,500
Player 1,9700,0
Player 1,9700,400
Player 2,0,650
Player 2,650,250
Player 2,900,0
Player 2,900,600
Player 2,1500,300
Player 2,1800,350
Player 2,2150,700
Player 2,2850,350
Player 2,3200,300
Player 2,3500,700
Player 2,4200,400
Player 2,4600,450
Player 2,5050,300
Player 2,5350,0
Player 2,5350,0
Player 2,5350,300
Player 2,5650,200
Player 2,5850,400
Player 2,6250,0
Player 2,6250,0
Player 2,6250,400
Player 2,6650,0
Player 2,6650,550
Player 1,0,250
Player 1,250,0
Player 1,250,600
Player 1,850,600
Player 1,1450,1400
Player 1,2850,0
Player 1,2850,600
Player 1,3450,1100
Player 1,4550,450
Player 1,5000,550
Player 1,5550,300
Player 1,5850,0
Player 1,5850,0
Player 1,5850,450
Player 1,6300,300
Player 1,6600,300
Player 2,0,0
Player 2,0,550
Player 2,550,600
Player 2,1150,1700
Player 2,2850,850
Player 2,3700,1050
Player 2,4750,450
Player 2,5200,600
Player 2,5800,400
Player 2,6200,1150
Player 2,7350,1050
Player 2,8400,0
Player 2,8400,350
Player 2,8750,500
Player 2,9250,400
Player 2,9650,600
Player 1,0,600
Player 1,600,500
Player 1,1100,0
Player 1,1100,250
Player 1,1350,1000
Player 1,2350,400
Player 1,2750,1000
Player 1,3750,1750
Player 1,5500,0
Player 1,5500,550
Player 1,6050,650
Player 1,6700,350
Player 1,7050,0
Player 1,7050,600
Player 1,7650,0
Player 1,7650,450
Player 1,8100,0
Player 1,8100,400
Player 1,8500,400
Player 1,8900,0
Player 1,8900,300
Player 1,9200,700
Player 1,9900,200
Player 2,0,0
Player 2,0,450
Player 2,450,350
Player 2,800,1100
Player 2,1900,500
Player 2,2400,0
Player 2,2400,300
Player 2,2700,0
Player 2,2700,450
Player 2,3150,1100
Player 2,4250,300
Player 2,4550,300
Player 2,4850,300
Player 2,5150,0
Player 2,5150,550
Player 2,5700,0
Player 2,5700,1700
Player 2,7400,0
Player 2,7400,450
Player 2,7850,450
Player 2,8300,750
Player 2,9050,400
Player 1,0,1150
Player 1,1150,550
Player 1,1700,400
Player 1,2100,1100
Player 1,3200,700
Player 1,3900,550
Player 1,4450,300
Player 1,4750,350
Player 1,5100,850
Player 1,5950,0
Player 1,5950,300
Player 1,6250,500
Player 1,6750,300
Player 1,7050,350
Player 1,7400,250
Player 1,7650,600
Player 1,8250,350
Player 1,8600,500
Player 1,9100,500
Player 1,9600,200
Player 1,9800,1000
Player 2,0,350
Player 2,350,200
Player 2,550,450
Player 2,1000,600
Player 2,1600,1100
Player 2,2700,800
Player 2,3500,500
Player 2,4000,200
Player 2,4200,950
Player 2,5150,300
Player 2,5450,500
Player 2,5950,1100
Player 2,7050,0
Player 2,7050,650
Player 2,7700,150
Player 2,7850,250
Player 2,8100,200
Player 2,8300,500
Player 2,8800,300
Player 2,9100,700
Player 1,0,0
Player 1,0,400
Player 1,400,1000
Player 1,1400,250
Player 1,1650,350
Player 1,2000,1100
Player 1,3100,450
Player 1,3550,350
Player 1,3900,250
Player 1,4150,250
Player 1,4400,500
Player 1,4900,1150
Player 1,6050,0
Player 1,6050,1100
Player 1,7150,750
Player 1,7900,500
Player 1,8400,400
Player 1,8800,0
Player 1,8800,600
Player 1,9400,500
Player 1,9900,250
Player 2,0,0
Player 2,0,0
Player 2,0,1100
Player 2,1100,350
Player 2,1450,400
Player 2,1850,1550
Player 2,3400,500
Player 2,3900,0
Player 2,3900,300
Player 2,4200,250
Player 2,4450,1050
Player 2,5500,250
Player 2,5750,600
Player 2,6350,150
Player 2,6500,1200
Player 2,7700,300
Player 2,8000,250
Player 2,8250,250
Player 2,8500,350
Player 2,8850,600
Player 1,0,0
Player 1,0,400
Player 1,400,0
Player 1,400,700
Player 1,1100,300
Player 1,1400,600
Player 1,2000,500
Player 1,2500,300
Player 1,2800,450
Player 1,3250,400
Player 1,3650,1100
Player 1,4750,200
Player 1,4950,450
Player 1,5400,200
Player 1,5600,350
Player 1,5950,0
Player 1,5950,300
Player 2,0,400
Player 2,400,600
Player 2,1000,500
Player 2,1500,1000
Player 2,2500,200
Player 2,2700,0
Player 2,2700,450
Player 2,3150,400
Player 2,3550,1250
Player 2,4800,0
Player 2,4800,450
Player 2,5250,350
Player 2,5600,450
Player 2,6050,1250
Player 2,7300,400
Player 2,7700,1100
Player 2,8800,1200
Player 1,0,450
Player 1,450,1050
Player 1,1500,1150
Player 1,2650,300
Player 1,2950,400
Player 1,3350,450
Player 1,3800,500
Player 1,4300,300
Player 1,4600,0
Player 1,4600,600
Player 1,5200,850
Player 1,6050,800
Player 1,6850,350
Player 1,7200,300
Player 1,7500,500
Player 1,8000,650
Player 1,8650,250
Player 1,8900,350
Player 1,9250,350
Player 1,9600,300
Player 1,9900,250
Player 2,0,0
Player 2,0,600
Player 2,600,600
Player 2,1200,400
Player 2,1600,0
Player 2,1600,1150
Player 2,2750,150
Player 2,2900,350
Player 2,3250,1150
Player 2,4400,650
Player 2,5050,600
Player 2,5650,300
Player 2,5950,300
Player 2,6250,250
Player 2,6500,1350
Player 2,7850,300
Player 2,8150,400
Player 2,8550,0
Player 2,8550,250
Player 2,8800,900
Player 1,0,1600
Player 1,1600,0
Player 1,1600,500
Player 1,2100,350
Player 1,2450,0
Player 1,2450,500
Player 1,2950,900
Player 1,3850,250
Player 1,4100,1000
Player 1,5100,350
Player 1,5450,1350
Player 1,6800,1000
Player 1,7800,1000
Player 1,8800,650
Player 1,9450,200
Player 1,9650,200
Player 1,9850,350
Player 2,0,0
Player 2,0,700
Player 2,700,0
Player 2,700,1150
Player 2,1850,600
Player 2,2450,600
Player 2,3050,1200
Player 2,4250,700
Player 2,4950,300
Player 2,5250,200
Player 2,5450,950
Player 2,6400,1050
Player 2,7450,500
Player 2,7950,400
Player 2,8350,0
Player 2,8350,0
Player 1,0,450
Player 1,450,850
Player 1,1300,900
Player 1,2200,800
Player 1,3000,700
Player 1,3700,550
Player 1,4250,0
Player 1,4250,600
Player 1,4850,300
Player 1,5150,600
Player 1,5750,500
Player 1,6250,0
Player 1,6250,300
Player 1,6550,400
Player 1,6950,600
Player 1,7550,0
Player 1,7550,0
Player 1,7550,550
Player 1,8100,700
Player 1,8800,150
Player 1,8950,1100
Player 2,0,500
Player 2,500,0
Player 2,500,250
Player 2,750,450
Player 2,1200,1050
Player 2,2250,400
Player 2,2650,350
Player 2,3000,350
Player 2,3350,400
Player 2,3750,400
Player 2,4150,350
Player 2,4500,1200
Player 2,5700,400
Player 2,6100,500
Player 2,6600,300
Player 2,6900,400
Player 2,7300,300
Player 2,7600,300
Player 2,7900,300
Player 2,8200,950
Player 1,0,600
Player 1,600,400
Player 1,1000,500
Player 1,1500,200
Player 1,1700,250
Player 1,1950,500
Player 1,2450,0
Player 1,2450,750
Player 1,3200,350
Player 1,3550,0
Player 1,3550,500
Player 1,4050,550
Player 1,4600,650
Player 1,5250,350
Player 1,5600,400
Player 1,6000,300
Player 1,6300,400
Player 1,6700,700
Player 1,7400,650
Player 1,8050,1000
Player 1,9050,0
Player 2,0,0
Player 2,0,450
Player 2,450,550
Player 2,1000,700
Player 2,1700,500
Player 2,2200,0
Player 2,2200,600
Player 2,2800,600
Player 2,3400,350
Player 2,3750,350
Player 2,4100,250
Player 2,4350,250
Player 2,4600,300
Player 2,4900,550
Player 2,5450,0
Player 2,5450,650
Player 2,6100,1100
Player 2,7200,300
Player 2,7500,0
Player 2,7500,2100
Player 2,9600,750
Player 1,0,300
Player 1,300,600
Player 1,900,0
Player 1,900,350
Player 1,1250,1100
Player 1,2350,550
Player 1,2900,500
Player 1,3400,600
Player 1,4000,300
Player 1,4300,250
Player 1,4550,1150
Player 1,5700,0
Player 1,5700,350
Player 1,6050,500
Player 1,6550,250
Player 1,6800,1000
Player 1,7800,150
Player 1,7950,300
Player 1,8250,550
Player 1,8800,750
Player 1,9550,0
Player 2,0,400
Player 2,400,200
Player 2,600,350
Player 2,950,300
Player 2,1250,650
Player 2,1900,650
Player 2,2550,400
Player 2,2950,350
Player 2,3300,0
Player 2,3300,500
Player 2,3800,350
Player 2,4150,650
Player 2,4800,300
Player 2,5100,700
Player 2,5800,800
Player 2,6600,350
Player 2,6950,0
Player 2,6950,300
Player 2,7250,600
Player 2,7850,1850
Player 2,9700,300
Player 1,0,400
Player 1,400,600
Player 1,1000,700
Player 1,1700,200
Player 1,1900,0
Player 1,1900,200
Player 1,2100,0
Player 1,2100,0
Player 1,2100,600
Player 1,2700,150
Player 1,2850,1050
Player 1,3900,150
Player 1,4050,450
Player 1,4500,300
Player 1,4800,600
Player 1,5400,600
Player 1,6000,900
Player 1,6900,1100
Player 1,8000,1100
Player 1,9100,450
Player 2,0,400
Player 2,400,600
Player 2,1000,350
Player 2,1350,800
Player 2,2150,750
Player 2,2900,0
Player 2,2900,600
Player 2,3500,400
Player 2,3900,200
Player 2,4100,700
Player 2,4800,400
Player 2,5200,450
Player 2,5650,1100
Player 2,6750,250
Player 2,7000,550
Player 2,7550,1100
Player 2,8650,0
Player 2,8650,300
Player 2,8950,650
Player 2,9600,1050
Player 1,0,0
Player 1,0,0
Player 1,0,0
Player 1,0,400
Player 1,400,450
Player 1,850,650
Player 1,1500,350
Player 1,1850,1050
Player 1,2900,600
Player 1,3500,1050
Player 1,4550,300
Player 1,4850,350
Player 1,5200,800
Player 1,6000,750
Player 1,6750,0
Player 1,6750,0
Player 1,6750,0
Player 1,6750,0
Player 1,6750,600
Player 1,7350,2050
Player 1,9400,300
Player 2,0,450
Player 2,450,0
Player 2,450,250
Player 2,700,600
Player 2,1300,1050
Player 2,2350,300
Player 2,2650,1100
Player 2,3750,1050
Player 2,4800,900
Player 2,5700,0
Player 2,5700,0
Player 2,5700,1100
Player 2,6800,0
Player 2,6800,600
Player 2,7400,0
Player 2,7400,500
Player 2,7900,500
Player 2,8400,350
Player 2,8750,0
Player 2,8750,550
Player 2,9300,1100
Player 1,0,400
Player 1,400,800
Player 1,1200,500
Player 1,1700,1000
Player 1,2700,950
Player 1,3650,350
Player 1,4000,1100
Player 1,5100,450
Player 1,5550,1050
Player 1,6600,400
Player 1,7000,350
Player 1,7350,500
Player 1,7850,150
Player 1,8000,0
Player 1,8000,0
Player 1,8000,300
Player 1,8300,450
Player 2,0,400
Player 2,400,250
Player 2,650,500
Player 2,1150,600
Player 2,1750,200
Player 2,1950,1100
Player 2,3050,450
Player 2,3500,450
Player 2,3950,1050
Player 2,5000,700
Player 2,5700,650
Player 2,6350,700
Player 2,7050,300
Player 2,7350,400
Player 2,7750,950
Player 2,8700,400
Player 2,9100,1000
Player 1,0,400
Player 1,400,1750
Player 1,2150,350
Player 1,2500,0
Player 1,2500,450
Player 1,2950,0
Player 1,2950,500
Player 1,3450,400
Player 1,3850,0
Player 1,3850,500
Player 1,4350,350
Player 1,4700,300
Player 1,5000,250
Player 1,5250,350
Player 1,5600,1150
Player 1,6750,250
Player 1,7000,0
Player 1,7000,200
Player 1,7200,400
Player 1,7600,1050
Player 1,8650,150
Player 1,8800,900
Player 1,9700,650
Player 2,0,350
Player 2,350,300
Player 2,650,1050
Player 2,1700,550
Player 2,2250,650
Player 2,2900,350
Player 2,3250,350
Player 2,3600,0
Player 2,3600,350
Player 2,3950,400
Player 2,4350,0
Player 2,4350,800
Player 2,5150,1000
Player 2,6150,400
Player 2,6550,600
Player 2,7150,250
Player 2,7400,400
Player 2,7800,0
Player 2,7800,250
Player 2,8050,700
Player 2,8750,250
Player 2,9000,400
Player 1,0,500
Player 1,500,500
Player 1,1000,300
Player 1,1300,400
Player 1,1700,950
Player 1,2650,550
Player 1,3200,0
Player 1,3200,0
Player 1,3200,0
Player 1,3200,0
Player 1,3200,0
Player 1,3200,0
Player 1,3200,400
Player 1,3600,500
Player 1,4100,450
Player 1,4550,750
Player 1,5300,300
Player 1,5600,400
Player 1,6000,200
Player 1,6200,300
Player 1,6500,300
Player 1,6800,0
Player 1,6800,950
Player 2,0,600
Player 2,600,700
Player 2,1300,400
Player 2,1700,650
Player 2,2350,400
Player 2,2750,400
Player 2,3150,1050
Player 2,4200,0
Player 2,4200,300
Player 2,4500,1200
Player 2,5700,0
Player 2,5700,400
Player 2,6100,350
Player 2,6450,0
Player 2,6450,1000
Player 2,7450,600
Player 2,8050,1100
Player 2,9150,0
Player 2,9150,0
Player 2,9150,0
Player 2,9150,600
Player 2,9750,0
Player 2,9750,500
Player 1,0,550
Player 1,550,600
Player 1,1150,400
Player 1,1550,600
Player 1,2150,500
Player 1,2650,600
Player 1,3250,300
Player 1,3550,200
Player 1,3750,300
Player 1,4050,600
Player 1,4650,300
Player 1,4950,1200
Player 1,6150,0
Player 1,6150,300
Player 1,6450,0
Player 1,6450,400
Player 1,6850,1100
Player 1,7950,300
Player 1,8250,600
Player 1,8850,400
Player 1,9250,600
Player 1,9850,0
Player 1,9850,350
Player 2,0,0
Player 2,0,0
Player 2,0,300
Player 2,300,350
Player 2,650,350
Player 2,1000,250
Player 2,1250,350
Player 2,1600,0
Player 2,1600,800
Player 2,2400,250
Player 2,2650,500
Player 2,3150,500
Player 2,3650,700
Player 2,4350,550
Player 2,4900,700
Player 2,5600,500
Player 2,6100,350
Player 2,6450,750
Player 2,7200,0
Player 2,7200,550
Player 2,7750,0
Player 2,7750,500
Player 1,0,0
Player 1,0,600
Player 1,600,0
Player 1,600,0
Player 1,600,0
Player 1,600,250
Player 1,850,500
Player 1,1350,1300
Player 1,2650,250
Player 1,2900,250
Player 1,3150,0
Player 1,3150,600
Player 1,3750,400
Player 1,4150,200
Player 1,4350,450
Player 1,4800,450
Player 1,5250,500
Player 1,5750,350
Player 1,6100,350
Player 1,6450,450
Player 1,6900,300
Player 1,7200,250
Player 1,7450,150
Player 1,7600,350
Player 1,7950,450
Player 1,8400,950
Player 2,0,500
Player 2,500,0
Player 2,500,550
Player 2,1050,600
Player 2,1650,300
Player 2,1950,400
Player 2,2350,1000
Player 2,3350,300
Player 2,3650,550
Player 2,4200,350
Player 2,4550,400
Player 2,4950,200
Player 2,5150,550
Player 2,5700,700
Player 2,6400,700
Player 2,7100,0
Player 2,7100,350
Player 2,7450,0
Player 2,7450,0
Player 2,7450,150
Player 2,7600,250
Player 2,7850,350
Player 2,8200,250
Player 2,8450,300
Player 2,8750,600
Player 2,9350,1250
Player 1,0,450
Player 1,450,350
Player 1,800,0
Player 1,800,500
Player 1,1300,0
Player 1,1300,450
Player 1,1750,1100
Player 1,2850,0
Player 1,2850,800
Player 1,3650,350
Player 1,4000,300
Player 1,4300,300
Player 1,4600,1050
Player 1,5650,0
Player 1,5650,500
Player 1,6150,250
Player 1,6400,250
Player 1,6650,300
Player 1,6950,300
Player 1,7250,400
Player 1,7650,300
Player 1,7950,600
Player 1,8550,350
Player 1,8900,0
Player 1,8900,700
Player 2,0,600
Player 2,600,550
Player 2,1150,600
Player 2,1750,0
Player 2,1750,350
Player 2,2100,300
Player 2,2400,1050
Player 2,3450,0
Player 2,3450,350
Player 2,3800,1450
Player 2,5250,750
Player 2,6000,350
Player 2,6350,350
Player 2,6700,350
Player 2,7050,300
Player 2,7350,400
Player 2,7750,700
Player 2,8450,0
Player 2,8450,0
Player 2,8450,500
Player 2,8950,0
Player 2,8950,250
Player 2,9200,250
Player 2,9450,400
Player 2,9850,200
Player 1,0,950
Player 1,950,700
Player 1,1650,450
Player 1,2100,550
Player 1,2650,350
Player 1,3000,450
Player 1,3450,0
Player 1,3450,350
Player 1,3800,1000
Player 1,4800,550
Player 1,5350,650
Player 1,6000,0
Player 1,6000,300
Player 1,6300,350
Player 1,6650,300
Player 1,6950,300
Player 1,7250,450
Player 1,7700,250
Player 1,7950,1050
Player 1,9000,500
Player 1,9500,400
Player 1,9900,250
Player 2,0,300
Player 2,300,350
Player 2,650,200
Player 2,850,250
Player 2,1100,450
Player 2,1550,650
Player 2,2200,300
Player 2,2500,2450
Player 2,4950,300
Player 2,5250,200
Player 2,5450,300
Player 2,5750,350
Player 2,6100,250
Player 2,6350,0
Player 2,6350,300
Player 2,6650,300
Player 2,6950,150
Player 2,7100,550
Player 2,7650,600
Player 2,8250,400
Player 2,8650,500
Player 1,0,600
Player 1,600,450
Player 1,1050,400
Player 1,1450,300
Player 1,1750,250
Player 1,2000,300
Player 1,2300,0
Player 1,2300,600
Player 1,2900,250
Player 1,3150,350
Player 1,3500,400
Player 1,3900,600
Player 1,4500,250
Player 1,4750,0
Player 1,4750,1100
Player 1,5850,450
Player 1,6300,350
Player 1,6650,500
Player 1,7150,400
Player 1,7550,800
Player 1,8350,200
Player 1,8550,0
Player 2,0,1050
Player 2,1050,800
Player 2,1850,400
Player 2,2250,250
Player 2,2500,0
